character_id,character_name,game_title,release_year,developer,publisher,game_scale,genre,narrative_role,playable_status,gender,sexuality,identity_category,identity_confirmation,queer_status,intersectionality_present,intersectionality_details,evidence_source,notes,character_image,image_credit,image_source_url,source_language,discovery_source,research_status,evidence_confidence,platform_version,last_reviewed
148,Binbou-gami,Shin Megami Tensei: Devil Summoner 2,2008,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/12/10/binbou-gami-in-devil-summoner-2,LGBTQ Video Game Archive classification: gay:implicit. Source page: Binbou-gami in Devil Summoner 2.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
149,Brucie Kibbutz,Grand Theft Auto IV,2008,,,,,unknown,unknown,man,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/10/brucie-kibbutz-in-grand-theft-auto-iv,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Brucie Kibbutz in Grand Theft Auto IV.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
150,Bryce Dawkins,Grand Theft Auto IV,2008,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/11/bryce-dawkins-in-grand-theft-auto-iv,LGBTQ Video Game Archive classification: gay:explicit. Source page: Bryce Dawkins in Grand Theft Auto IV.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
151,Carol,Fallout 3,2008,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/25/carol-and-greta-in-fallout-3,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Carol and Greta in Fallout 3.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
152,Greta,Fallout 3,2008,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/25/carol-and-greta-in-fallout-3,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Carol and Greta in Fallout 3.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
153,Christine Royce,Fallout: New Vegas,2010,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/12/02/christine-royce-in-fallout-new-vegas,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Christine Royce in Fallout: New Vegas.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
154,Clay “Pain Giver” Jackson,Grand Theft Auto: The Ballad of Gay Tony,2010,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/14/clay-pain-giver-jackson-in-grand-theft-auto-the-ballad-of-gay-tony,"LGBTQ Video Game Archive classification: gay:explicit. Source page: Clay “Pain Giver” Jackson in Grand Theft Auto: The Ballad of Gay Tony. Press Q records the orientation as ambiguous because the source describes it as rumored, implied, or not explicitly stated.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
155,Corporal Betsy,Fallout: New Vegas,2010,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/12/02/6758,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Corporal Betsy in Fallout: New Vegas.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
156,Eddie Low,Grand Theft Auto IV,2008,,,,,unknown,unknown,man,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/12/eddie-low-in-grand-theft-auto-iv,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: Eddie Low in Grand Theft Auto IV.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
157,Elizabeta Torres,Grand Theft Auto IV,2008,,,,,unknown,unknown,woman,lesbian; bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/11/elizabeta-torres-in-grand-theft-auto-iv,"LGBTQ Video Game Archive classification: lesbian:implicit, bisexual:implicit. Source page: Elizabeta Torres in Grand Theft Auto IV.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
158,Evan Moss,Grand Theft Auto: The Ballad of Gay Tony,2010,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/14/evan-moss-in-grand-theft-auto-the-ballad-of-gay-tony,LGBTQ Video Game Archive classification: gay:explicit. Source page: Evan Moss in Grand Theft Auto: The Ballad of Gay Tony.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
159,Flak,Fallout 3,2008,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/11/25/flak-and-shrapnel-in-fallout-3,LGBTQ Video Game Archive classification: gay:implicit. Source page: Flak and Shrapnel in Fallout 3.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
160,Shrapnel,Fallout 3,2008,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/11/25/flak-and-shrapnel-in-fallout-3,LGBTQ Video Game Archive classification: gay:implicit. Source page: Flak and Shrapnel in Fallout 3.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
161,Gay Pedestrian,Grand Theft Auto III,2001,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/05/gay-pedestrian-in-grand-theft-auto-iii,LGBTQ Video Game Archive classification: gay:explicit. Source page: Gay Pedestrian in Grand Theft Auto III.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
162,Goro Tatsumi,Shin Megami Tensei: Devil Summoner 2,2008,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/12/10/goro-tatsumi-in-devil-summoner-2,LGBTQ Video Game Archive classification: gay:explicit. Source page: Goro Tatsumi in Devil Summoner 2.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
163,Jacob,Grand Theft Auto: The Ballad of Gay Tony,2010,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/14/jacob-in-grand-theft-auto-the-ballad-of-gay-tony,LGBTQ Video Game Archive classification: gay:explicit. Source page: Jacob in Grand Theft Auto: The Ballad of Gay Tony.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
164,Jimmy,Fallout: New Vegas,2010,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/12/02/jimmy-in-fallout-new-vegas,LGBTQ Video Game Archive classification: gay:explicit. Source page: Jimmy in Fallout: New Vegas.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
165,Kazuki Kasen,Grand Theft Auto: Liberty City Stories,2005,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/06/kazuki-kasen-in-grand-theft-auto-liberty-city-stories,LGBTQ Video Game Archive classification: gay:implicit. Source page: Kazuki Kasen in Grand Theft Auto: Liberty City Stories.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
166,Li Dian,Dynasty Warriors 8,2013,,,,,unknown,playable,man,gay; bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2018/06/24/li-dian-in-dynasty-warriors-8,"LGBTQ Video Game Archive classification: gay:implicit, bisexual:implicit. Source page: Li Dian in Dynasty Warriors 8.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
167,Major Knight,Fallout: New Vegas,2010,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/12/02/major-knight-in-fallout-new-vegas,LGBTQ Video Game Archive classification: gay:explicit. Source page: Major Knight in Fallout: New Vegas.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
168,Marcus,Grand Theft Auto IV,2008,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/12/marcus-in-grand-theft-auto-iv,LGBTQ Video Game Archive classification: gay:implicit. Source page: Marcus in Grand Theft Auto IV.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
169,Peter Dreyfuss,Grand Theft Auto V,2013,,,,,unknown,unknown,man,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/18/peter-dreyfuss-in-grand-theft-auto-v,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: Peter Dreyfuss in Grand Theft Auto V.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
170,Reni Wassulmaier,Grand Theft Auto: Vice City Stories,2006,,,,,unknown,unknown,non_binary,not_recorded,gender_identity,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/06/reni-wassulmaier-in-grand-theft-auto-vice-city-stories,LGBTQ Video Game Archive classification: non-binary or genderqueer:implicit. Source page: Reni Wassulmaier in Grand Theft Auto: Vice City Stories.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
171,Sergio,Fallout: New Vegas,2010,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/12/02/sergio-in-fallout-new-vegas,LGBTQ Video Game Archive classification: gay:implicit. Source page: Sergio in Fallout: New Vegas.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
172,Talbot Daniels,Grand Theft Auto IV,2008,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/12/talbot-daniels-in-grand-theft-auto-iv,LGBTQ Video Game Archive classification: gay:implicit. Source page: Talbot Daniels in Grand Theft Auto IV.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
173,Tetsuo,Grand Theft Auto II,1999,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/06/tetsuo-in-grand-theft-auto-ii,LGBTQ Video Game Archive classification: gay:explicit. Source page: Tetsuo in Grand Theft Auto II.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
174,The Celebinator,Grand Theft Auto: The Ballad of Gay Tony,2010,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/14/the-celebinator-in-grand-theft-auto-the-ballad-of-gay-tony,LGBTQ Video Game Archive classification: gay:implicit. Source page: The Celebinator in Grand Theft Auto: The Ballad of Gay Tony.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
175,Tom “French Tom” Rivas,Grand Theft Auto IV,2008,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/10/tom-french-tom-rivas-in-grand-theft-auto-iv,LGBTQ Video Game Archive classification: gay:explicit. Source page: Tom “French Tom” Rivas in Grand Theft Auto IV.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
176,Trevor Philips,Grand Theft Auto V,2013,,,,,unknown,playable,man,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/18/trevor-philips-in-grand-theft-auto-v,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: Trevor Philips in Grand Theft Auto V.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
177,Veronica Santangelo,Fallout: New Vegas,2010,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/12/02/veronica-santangelo-in-fallout-new-vegas,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Veronica Santangelo in Fallout: New Vegas.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
178,Kaz,Metal Gear Solid: Peace Walker,2010,,,,,unknown,unknown,man,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/11/kaz,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Kaz in Metal Gear Solid: Peace Walker.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
179,Ocelot,Metal Gear Solid,1998,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/11/ocelot,LGBTQ Video Game Archive classification: gay:implicit. Source page: Ocelot in Metal Gear Solid.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
180,Otacon,Metal Gear Solid,1998,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/11/otacon,LGBTQ Video Game Archive classification: gay:implicit. Source page: Otacon in Metal Gear Solid.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
181,Raikov,Metal Gear Solid 3: Snake Eater,2004,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/11/raikov,LGBTQ Video Game Archive classification: gay:explicit. Source page: Raikov Metal Gear Solid 3: Snake Eater.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
182,Scott Dolph,Metal Gear Solid 2: Sons of Liberty,2001,,,,,unknown,unknown,man,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/11/scott-dolph,"LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Scott Dolph in Metal Gear Solid 2: Sons of Liberty. Press Q records the orientation as ambiguous because the source describes it as rumored, implied, or not explicitly stated.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
183,Strangelove,Metal Gear Solid: Peace Walker,2010,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/11/strangelove,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Strangelove in Metal Gear Solid: Peace Walker.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
184,Vamp,Metal Gear Solid 2: Sons of Liberty,2001,,,,,unknown,unknown,man,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/11/vamp,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: Vamp in Metal Gear Solid 2: Sons of Liberty.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
185,Volgin,Metal Gear Solid 3: Snake Eater,2004,,,,,unknown,unknown,man,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/11/volgin,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: Volgin in Metal Gear Solid 3: Snake Eater.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
186,Big Gay Al,South Park Rally,1999,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/08/31/big-gay-al-in-south-park-rally,LGBTQ Video Game Archive classification: gay:explicit. Source page: Big Gay Al in South Park Rally.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
187,Cop,The Longest Journey,1999,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/08/26/cop-in-the-longest-journey,LGBTQ Video Game Archive classification: gay:explicit. Source page: Cop in The Longest Journey.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
188,Elincia,Fire Emblem: Radiant Dawn,2007,,,,,unknown,playable,woman,lesbian; bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/?p=12619,"LGBTQ Video Game Archive classification: lesbian:implicit, bisexual:implicit. Source page: Elincia and Lucia in Fire Emblem: Radiant Dawn.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
189,Lucia,Fire Emblem: Radiant Dawn,2007,,,,,unknown,playable,woman,lesbian; bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/?p=12619,"LGBTQ Video Game Archive classification: lesbian:implicit, bisexual:implicit. Source page: Elincia and Lucia in Fire Emblem: Radiant Dawn.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
190,Ephraim,Fire Emblem: Sacred Stones,2004,,,,,unknown,playable,man,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/?p=12607,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Ephraim and Lyon in Fire Emblem: Sacred Stones.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
191,Lyon,Fire Emblem: Sacred Stones,2004,,,,,unknown,playable,man,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/?p=12607,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Ephraim and Lyon in Fire Emblem: Sacred Stones.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
192,Fiona,The Longest Journey,1999,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/08/26/fiona-and-mickey-from-the-longest-journey,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Fiona and Mickey from The Longest Journey.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
193,Mickey,The Longest Journey,1999,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/08/26/fiona-and-mickey-from-the-longest-journey,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Fiona and Mickey from The Longest Journey.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22
194,Florina,Fire Emblem: Rekka no Ken,2003,,,,,unknown,playable,woman,lesbian,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/09/05/florina-and-lyndis-in-fire-emblem-blazing-sword-rekka-no-ken,LGBTQ Video Game Archive classification: lesbian:implicit. Source page: Florina and Lyndis in Fire Emblem: Blazing Sword (Rekka no Ken). Press Q does not assign one fixed orientation to every person in an optional pair from a shared relationship page.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22
