game_id,game_title,release_year,queer_content_start_year,archive_url,archive_status,source_list_position,notes,last_reviewed
33,Rex Nebular and the Cosmic Gender Bender,1992,1992,https://lgbtqgamearchive.com/games/games-by-decade/1990s/rex-nebular-and-the-cosmic-gender-bender/,researched,33,,2026-08-22
34,Sonic the Hedgehog 2,1992,1992,https://lgbtqgamearchive.com/games/games-by-decade/1990s/sonic-the-hedgehog-2/,researched,34,,2026-08-22
35,The Dagger of Amon Ra,1992,1992,https://lgbtqgamearchive.com/games/games-by-decade/1990s/dagger-of-amon-ra/,researched,35,,2026-08-22
36,Ultima VII: The Black Gate,1992,1992,https://lgbtqgamearchive.com/games/game-series/ultima/,researched,36,,2026-08-22
37,World Heroes,1992,1992,https://lgbtqgamearchive.com/games/games-by-decade/1990s/world-heroes/,researched,37,,2026-08-22
38,GayBlade,1992,1992,https://lgbtqgamearchive.com/games/games-by-decade/1990s/gayblade/,researched,38,,2026-08-22
39,Dracula Unleashed,1993,1993,https://lgbtqgamearchive.com/games/games-by-decade/1990s/dracula-unleashed/,researched,39,,2026-08-22
40,Gabriel Knight: Sins of the Fathers,1993,1993,https://lgbtqgamearchive.com/games/game-series/gabriel-knight/,researched,40,,2026-08-22
41,Leisure Suit Larry 6: Shape Up or Slip Out,1993,1993,https://lgbtqgamearchive.com/games/game-series/leisure-suit-larry/,researched,41,,2026-08-22
42,Maniac Mansion: Day of the Tentacle,1993,1993,https://lgbtqgamearchive.com/games/games-by-decade/1990s/maniac-mansion-day-of-the-tentacle/,researched,42,,2026-08-22
43,Police Quest: Open Season (Police Quest IV),1993,1993,https://lgbtqgamearchive.com/games/games-by-decade/1990s/police-quest-open-season/,researched,43,,2026-08-22
44,Return of the Phantom,1993,1993,https://lgbtqgamearchive.com/games/games-by-decade/1990s/return-of-the-phantom/,researched,44,,2026-08-22
45,Ultima VII Part II: Serpent Isle,1993,1993,https://lgbtqgamearchive.com/games/game-series/ultima/,researched,45,,2026-08-22
46,Darkstalkers: The Night Warriors,1994,1994,https://lgbtqgamearchive.com/games/game-series/darkstalkers/,researched,46,,2026-08-22
47,Earthbound,1994,1994,https://lgbtqgamearchive.com/?page_id=11967,researched,47,,2026-08-22
48,Plumbers Don’t Wear Ties,1994,1994,https://lgbtqgamearchive.com/games/games-by-decade/1990s/plumbers-dont-wear-ties/,researched,48,,2026-08-22
49,Streets of Rage 3,1994,1994,https://lgbtqgamearchive.com/games/games-by-decade/1990s/streets-of-rage-3/,researched,49,,2026-08-22
50,Tekken,1994,1994,https://lgbtqgamearchive.com/games/game-series/tekken/,researched,50,,2026-08-22
51,The King of Fighters,1994,1994,https://lgbtqgamearchive.com/games/games-by-decade/1990s/the-king-of-fighters/,researched,51,,2026-08-22
52,Chrono Trigger,1995,1995,https://lgbtqgamearchive.com/games/games-by-decade/1990s/chrono-trigger/,researched,52,,2026-08-22
53,Eternal Filena,1995,1995,https://lgbtqgamearchive.com/games/games-by-decade/1990s/eternal-filena/,researched,53,,2026-08-22
54,Full Throttle,1995,1995,https://lgbtqgamearchive.com/games/games-by-decade/1990s/full-throttle/,researched,54,,2026-08-22
55,Gabriel Knight 2: The Beast Within,1995,1995,https://lgbtqgamearchive.com/games/game-series/gabriel-knight/,researched,55,,2026-08-22
56,Go!Go!Ackman,1995,1995,https://lgbtqgamearchive.com/games/games-by-decade/1990s/gogoackman/,researched,56,,2026-08-22
57,NiGHTS Into Dreams,1995,1995,https://lgbtqgamearchive.com/games/games-by-decade/1990s/nights-into-dreams/,researched,57,,2026-08-22
58,Orion Conspiracy,1995,1995,https://lgbtqgamearchive.com/games/games-by-decade/1990s/orion-conspiracy/,researched,58,,2026-08-22
59,Shannara,1995,1995,https://lgbtqgamearchive.com/games/games-by-decade/1990s/shannara/,researched,59,,2026-08-22
60,SilverLoad,1995,1995,https://lgbtqgamearchive.com/games/games-by-decade/1990s/silverload/,researched,60,,2026-08-22
61,Simon the Sorcerer 2,1995,1995,https://lgbtqgamearchive.com/games/games-by-decade/1990s/simon-the-sorcerer-2/,researched,61,,2026-08-22
62,Bahamut Lagoon,1996,1996,https://lgbtqgamearchive.com/games/games-by-decade/1990s/bahamut-lagoon/,researched,62,,2026-08-22
63,Blazing Dragons,1996,1996,https://lgbtqgamearchive.com/games/games-by-decade/1990s/blazing-dragons/,researched,63,,2026-08-22
64,Foobar vs. the DEA,1996,1996,https://lgbtqgamearchive.com/games/games-by-decade/1990s/foobar-vs-the-dea/,researched,64,,2026-08-22
65,Harvester,1996,1996,https://lgbtqgamearchive.com/games/games-by-decade/1990s/harvester/,researched,65,,2026-08-22
66,Phantasmagoria: A Puzzle of Flesh,1996,1996,https://lgbtqgamearchive.com/games/games-by-decade/1990s/phantasmagoria-a-puzzle-of-flesh/,researched,66,,2026-08-22
67,SimCopter,1996,1996,https://lgbtqgamearchive.com/games/games-by-decade/1990s/simcopter/,researched,67,,2026-08-22
68,Soul Edge,1996,1996,https://lgbtqgamearchive.com/games/game-series/soul-calibur-series/,researched,68,,2026-08-22
69,The Elder Scrolls: Daggerfall,1996,1996,https://lgbtqgamearchive.com/games/game-series/elder-scrolls-series/,researched,69,,2026-08-22
70,The Incredible Hulk: The Pantheon Saga,1996,1996,https://lgbtqgamearchive.com/2018/06/21/lgbtq-characters-in-marvel-universe-video-games/,researched,70,,2026-08-22
71,Bloody Roar,1997,1997,https://lgbtqgamearchive.com/games/games-by-decade/1990s/bloody-roar/,researched,71,,2026-08-22
72,Darkstalkers 3,1997,1997,https://lgbtqgamearchive.com/games/game-series/darkstalkers/,researched,72,,2026-08-22
73,Dynasty Warriors,1997,1997,https://lgbtqgamearchive.com/games/games-by-decade/1990s/dynasty-warriors-series/,researched,73,,2026-08-22
74,Fallout,1997,1997,https://lgbtqgamearchive.com/games/game-series/fallout-series/,researched,74,,2026-08-22
75,Final Fantasy VII,1997,1997,https://lgbtqgamearchive.com/games/game-series/final-fantasy/,researched,75,,2026-08-22
76,Front Mission 2,1997,1997,https://lgbtqgamearchive.com/games/games-by-decade/1990s/front-mission-2/,researched,76,,2026-08-22
77,Front Mission Alternative,1997,1997,https://lgbtqgamearchive.com/games/games-by-decade/1990s/front-mission-alternative/,researched,77,,2026-08-22
78,Grand Theft Auto,1997,1997,https://lgbtqgamearchive.com/games/game-series/grand-theft-auto-series/,researched,78,,2026-08-22
79,Groove on Fight,1997,1997,https://lgbtqgamearchive.com/games/games-by-decade/1990s/groove-on-fight/,researched,79,,2026-08-22
80,SaGa Frontier,1997,1997,https://lgbtqgamearchive.com/games/games-by-decade/1990s/saga-frontier/,researched,80,,2026-08-22
81,Shin Megami Tensei: Devil Summoner: Soul Hackers,1997,1997,https://lgbtqgamearchive.com/games/game-series/shin-megami-tensei-devil-summoner-series/,researched,81,,2026-08-22
82,The Elder Scrolls: Battlespire,1997,1997,https://lgbtqgamearchive.com/games/game-series/elder-scrolls-series/,researched,82,,2026-08-22
83,The Last Express,1997,1997,https://lgbtqgamearchive.com/games/games-by-decade/1990s/the-last-express/,researched,83,,2026-08-22
84,Tibia,1997,1997,https://lgbtqgamearchive.com/games/games-by-decade/1990s/tibia/,researched,84,,2026-08-22
85,Fallout 2,1998,1998,https://lgbtqgamearchive.com/games/game-series/fallout-series/,researched,85,,2026-08-22
86,Legend of Zelda: Orcarina of Time,1998,1998,https://lgbtqgamearchive.com/games/game-series/the-legend-of-zelda-series/,researched,86,,2026-08-22
87,Metal Gear Solid,1998,1998,https://lgbtqgamearchive.com/games/game-series/metal-gear-solid-series/,researched,87,,2026-08-22
88,Parasite Eve,1998,1998,https://lgbtqgamearchive.com/parasite-eve/,researched,88,,2026-08-22
89,Tokyo Majin Gakuen: Ken Kaze Tobari,1998,1998,https://lgbtqgamearchive.com/games/games-by-decade/1990s/tokyo-majin-gakuen-ken-kaze-tobari/,researched,89,,2026-08-22
90,Bust-a-Groove 2,1999,1999,https://lgbtqgamearchive.com/games/games-by-decade/1990s/bust-a-groove-2/,researched,90,,2026-08-22
91,Evil Zone,1999,1999,https://lgbtqgamearchive.com/games/games-by-decade/1990s/evil-zone/,researched,91,,2026-08-22
92,Fighter Destiny 2,1999,1999,https://lgbtqgamearchive.com/games/games-by-decade/1990s/fighter-destiny-2/,researched,92,,2026-08-22
93,Final Fantasy VIII,1999,1999,https://lgbtqgamearchive.com/games/game-series/final-fantasy/,researched,93,,2026-08-22
94,Fire Emblem: Thracia 776,1999,1999,https://lgbtqgamearchive.com/games/game-series/fire-emblem-series/,researched,94,,2026-08-22
95,Gabriel Knight 3: Blood of the Sacred Blood of the Damned,1999,1999,https://lgbtqgamearchive.com/games/game-series/gabriel-knight/,researched,95,,2026-08-22
96,Grand Theft Auto II,1999,1999,https://lgbtqgamearchive.com/games/game-series/grand-theft-auto-series/,researched,96,,2026-08-22
97,Neon Genesis Evangelion,1999,1999,https://lgbtqgamearchive.com/games/games-by-decade/1990s/neon-genesis-evangelion/,researched,97,,2026-08-22
98,Persona 2,1999,1999,https://lgbtqgamearchive.com/games/game-series/shin-megami-tensei-persona-series/,researched,98,,2026-08-22
99,Silent Hill,1999,1999,https://lgbtqgamearchive.com/games/games-by-decade/1990s/silent-hill/,researched,99,,2026-08-22
100,South Park Rally,1999,1999,https://lgbtqgamearchive.com/games/games-by-decade/1990s/south-park-rally/,researched,100,,2026-08-22
101,Star Ocean: The Second Story,1999,1999,https://lgbtqgamearchive.com/games/games-by-decade/1990s/star-ocean-the-second-story/,researched,101,,2026-08-22
102,The Longest Journey,1999,1999,https://lgbtqgamearchive.com/games/games-by-decade/1990s/the-longest-journey/,researched,102,,2026-08-22
103,The Rocky Interactive Horror Show Game,1999,1999,,needs_research,103,No dedicated archive link; source indicates research is still needed.,2026-08-22
104,Wild Arms 2,1999,1999,https://lgbtqgamearchive.com/games/games-by-decade/1990s/wild-arms-ii/,researched,104,,2026-08-22
105,Xena: Warrior Princess,1999,1999,,needs_research,105,No dedicated archive link; source indicates research is still needed.,2026-08-22
106,Final Fantasy IX,2000,2000,https://lgbtqgamearchive.com/games/game-series/final-fantasy/,researched,106,,2026-08-22
107,Guilty Gear X,2000,2000,https://lgbtqgamearchive.com/games/game-series/guilty-gear-series/,researched,107,,2026-08-22
108,The Legend of Zelda: Majora’s Mask,2000,2000,https://lgbtqgamearchive.com/games/game-series/the-legend-of-zelda-series/,researched,108,,2026-08-22
109,Banjo-Tooie,2000,2000,https://lgbtqgamearchive.com/games/games-by-decade/2000s/banjo-tooie/,researched,109,,2026-08-22
110,Buffy The Vampire Slayer,2000,2000,https://lgbtqgamearchive.com/games/games-by-decade/2000s/buffy-the-vampire-slayer/,researched,110,,2026-08-22
111,Resident Evil Code: Veronica,2000,2000,https://lgbtqgamearchive.com/games/game-series/resident-evil-series/,researched,111,,2026-08-22
112,Star Trek: Voyager Elite Force,2000,2000,https://lgbtqgamearchive.com/games/games-by-decade/2000s/star-trek-voyager-elite-force/,researched,112,,2026-08-22
113,The Sims,2000,2000,https://lgbtqgamearchive.com/games/game-series/sims/,researched,113,,2026-08-22
114,Animal Crossing,2001,2001,https://lgbtqgamearchive.com/games/game-series/animal-crossing-series/,researched,114,,2026-08-22
115,Arcanum: Of Steamworks & Magick Obscura,2001,2001,https://lgbtqgamearchive.com/games/games-by-decade/2000s/arcanum-of-steamworks-and-magick-obscura/,researched,115,,2026-08-22
116,Gothic,2001,2001,https://lgbtqgamearchive.com/games/game-series/gothic/,researched,116,,2026-08-22
117,Runaway: A Road Adventure,2001,2001,https://lgbtqgamearchive.com/games/games-by-decade/2000s/runaway-a-road-adventure/,researched,117,,2026-08-22
118,Runescape,2001,2001,https://lgbtqgamearchive.com/games/games-by-decade/2000s/runescape/,researched,118,,2026-08-22
119,Conker’s Bad Fur Day,2001,2001,https://lgbtqgamearchive.com/games/games-by-decade/2000s/conkers-bad-fur-day/,researched,119,,2026-08-22
120,Devil May Cry,2001,2001,https://lgbtqgamearchive.com/games/games-by-decade/2000s/devil-may-cry/,researched,120,,2026-08-22
121,Fear Effect 2:Retro Helix,2001,2001,https://lgbtqgamearchive.com/games/games-by-decade/2000s/fear-effect/,researched,121,,2026-08-22
122,Final Fantasy X,2001,2001,https://lgbtqgamearchive.com/games/game-series/final-fantasy/,researched,122,,2026-08-22
123,Metal Gear Solid 2: Sons of Liberty,2001,2001,https://lgbtqgamearchive.com/games/game-series/metal-gear-solid-series/,researched,123,,2026-08-22
124,Shadow Hearts,2001,2001,https://lgbtqgamearchive.com/games/game-series/shadow-hearts/,researched,124,,2026-08-22
125,Grand Theft Auto III,2001,2001,https://lgbtqgamearchive.com/games/game-series/grand-theft-auto-series/,researched,125,,2026-08-22
126,Halo: Combat Evolved,2001,2001,https://lgbtqgamearchive.com/games/games-by-decade/2000s/halo-ii/,researched,126,,2026-08-22
127,Divine Divinity,2002,2002,https://lgbtqgamearchive.com/games/game-series/divine-divinity-series/,researched,127,,2026-08-22
128,Gothic II,2002,2002,https://lgbtqgamearchive.com/games/game-series/gothic/,researched,128,,2026-08-22
129,Tokimeki Memorial Girl’s Side series,2002,2002,https://lgbtqgamearchive.com/games/games-by-decade/2000s/tokimeki-memorial-girls-side-1st/,researched,129,,2026-08-22
130,PaRappa the Rapper 2,2002,2002,https://lgbtqgamearchive.com/games/games-by-decade/2000s/parappa-the-rapper-2/,researched,130,,2026-08-22
131,Hamtaro: Ham Ham Heartbreak,2002,2002,https://lgbtqgamearchive.com/games/games-by-decade/2000s/hamtaro-ham-ham-heartbreak/,researched,131,,2026-08-22
132,Grand Theft Auto: Vice City,2002,2002,https://lgbtqgamearchive.com/games/game-series/grand-theft-auto-series/,researched,132,,2026-08-22
133,Guilty Gear X2,2002,2002,https://lgbtqgamearchive.com/games/game-series/guilty-gear-series/,researched,133,,2026-08-22
134,Soul Calibur II,2002,2002,https://lgbtqgamearchive.com/games/game-series/soul-calibur-series/,researched,134,,2026-08-22
135,The Elder Scrolls: Morrowind,2002,2002,https://lgbtqgamearchive.com/games/game-series/elder-scrolls-series/,researched,135,,2026-08-22
136,Ape Escape 2,2002,2002,,needs_research,136,No dedicated archive link; source indicates research is still needed.,2026-08-22
137,Tokyo Majin Gakuen Gehōchō: Keppūroku,2002,2002,,needs_research,137,No dedicated archive link; source indicates research is still needed.,2026-08-22
138,Ty the Tasmanian Tiger series,2002,2002,,needs_research,138,No dedicated archive link; source indicates research is still needed.,2026-08-22
139,Singles: Flirt Up Your Life,2003,2003,https://lgbtqgamearchive.com/games/games-by-decade/2000s/singles-flirt-up-your-life/,researched,139,,2026-08-22
140,Temple of Elemental Evil,2003,2003,https://lgbtqgamearchive.com/games/games-by-decade/2000s/temple-of-elemental-evil/,researched,140,,2026-08-22
141,Mega Man X7,2003,2003,https://lgbtqgamearchive.com/games/games-by-decade/2000s/mega-man-x7/,researched,141,,2026-08-22
142,Resident Evil: Dead Aim,2003,2003,https://lgbtqgamearchive.com/games/game-series/resident-evil-series/,researched,142,,2026-08-22
143,Shin Megami tensei III: Nocturne,2003,2003,https://lgbtqgamearchive.com/games/games-by-decade/2000s/shin-megami-tensei-nocturne/,researched,143,,2026-08-22
144,Harvest Moon: Friends of Mineral Town,2003,2003,https://lgbtqgamearchive.com/games/game-series/harvest-moonstory-of-seasons-series/,researched,144,,2026-08-22
145,Deus Ex: Invisible War,2003,2003,https://lgbtqgamearchive.com/games/games-by-decade/2000s/deus-ex-invisible-war/,researched,145,,2026-08-22
146,Fire Emblem: Rekka no Ken,2003,2003,https://lgbtqgamearchive.com/games/game-series/fire-emblem-series/,researched,146,,2026-08-22
147,Star Wars: Knights of the Old Republic,2003,2003,https://lgbtqgamearchive.com/games/games-by-decade/2000s/star-wars-knights-of-the-old-republic/,researched,147,,2026-08-22
148,Tales of Symphonia,2003,2003,https://lgbtqgamearchive.com/games/games-by-decade/2000s/tales-of-symphonia/,researched,148,,2026-08-22
149,Way of the Samurai 2,2003,2003,https://lgbtqgamearchive.com/games/games-by-decade/2000s/way-of-the-samurai-2/,researched,149,,2026-08-22
150,Summon Night: Swordcraft Story,2003,2003,https://lgbtqgamearchive.com/games/game-series/summon-night-swordcraft-story-2/,needs_research,150,Marked with ^ by the source list.,2026-08-22
151,The Spirit Engine,2003,2003,https://lgbtqgamearchive.com/games/games-by-decade/2000s/the-spirit-engine/,researched,151,,2026-08-22
152,Mabinogi,2004,2004,https://lgbtqgamearchive.com/games/games-by-decade/2000s/mabinogi/,researched,152,,2026-08-22
153,Vampire: The Masquerade- Bloodlines,2004,2004,https://lgbtqgamearchive.com/games/games-by-decade/2000s/vampire-the-masquerade-bloodlines/,researched,153,,2026-08-22
154,Fallout: Brotherhood of Steel,2004,2004,https://lgbtqgamearchive.com/games/game-series/fallout-series/,researched,154,,2026-08-22
155,Katamari Damacy,2004,2004,https://lgbtqgamearchive.com/games/games-by-decade/2000s/katamari-damacy-we-love-katamari/,researched,155,,2026-08-22
156,Metal Gear Solid 3: Snake Eater,2004,2004,https://lgbtqgamearchive.com/games/game-series/metal-gear-solid-series/,researched,156,,2026-08-22
157,Paper Mario: The Thousand Year Door,2004,2004,https://lgbtqgamearchive.com/games/game-series/super-mario-bros/,researched,157,,2026-08-22
158,Shadow Hearts: Covenant,2004,2004,https://lgbtqgamearchive.com/games/game-series/shadow-hearts/,researched,158,,2026-08-22
159,Fire Emblem: Sacred Stones,2004,2004,https://lgbtqgamearchive.com/games/game-series/fire-emblem-series/,researched,159,,2026-08-22
160,Phoenix Wright: Ace Attorney Trials and Tribulations,2004,2004,https://lgbtqgamearchive.com/games/games-by-decade/2000s/phoenix-wright-ace-attorney-trials-and-tribulations/,researched,160,,2026-08-22
161,Clannad,2004,2004,https://lgbtqgamearchive.com/games/games-by-decade/2000s/clannad/,researched,161,,2026-08-22
162,Fable,2004,2004,https://lgbtqgamearchive.com/games/game-series/fable/,researched,162,,2026-08-22
163,Grand Theft Auto: San Andreas,2004,2004,https://lgbtqgamearchive.com/games/game-series/grand-theft-auto-series/,researched,163,,2026-08-22
164,Leisure Suit Larry: Magna Cum Laude,2004,2004,https://lgbtqgamearchive.com/games/game-series/leisure-suit-larry/,researched,164,,2026-08-22
165,Tekken 5,2004,2004,https://lgbtqgamearchive.com/games/game-series/tekken/,researched,165,,2026-08-22
166,The Sims 2,2004,2004,https://lgbtqgamearchive.com/games/game-series/sims/,researched,166,,2026-08-22
167,The Urbz: Sims in the City,2004,2004,https://lgbtqgamearchive.com/games/game-series/sims/,researched,167,,2026-08-22
168,Dragon Quest VIII,2004,2004,,needs_research,168,No dedicated archive link; source indicates research is still needed.,2026-08-22
169,Midsummer Haze,2004,2004,,needs_research,169,No dedicated archive link; source indicates research is still needed.,2026-08-22
170,Summon Night: Swordcraft Story 2,2004,2004,https://lgbtqgamearchive.com/games/game-series/summon-night-swordcraft-story-2/,researched,170,,2026-08-22
171,Tokyo Majin Gakuen: Fuju Houroku,2004,2004,,needs_research,171,No dedicated archive link; source indicates research is still needed.,2026-08-22
172,World of Warcraft,2004,2004,,needs_research,172,No dedicated archive link; source indicates research is still needed.,2026-08-22
173,A Midsummer Day’s Resonance,2005,2005,https://lgbtqgamearchive.com/games/games-by-decade/2000s/a-midsummer-days-resonance/,researched,173,,2026-08-22
174,Abigail,2005,2005,https://lgbtqgamearchive.com/games/games-by-decade/2000s/abigail/,researched,174,,2026-08-22
175,Animal Crossing: Wild World,2005,2005,https://lgbtqgamearchive.com/games/game-series/animal-crossing-series/,researched,175,,2026-08-22
176,Facade,2005,2005,https://lgbtqgamearchive.com/games/games-by-decade/2000s/facade/,researched,176,,2026-08-22
177,Happiness,2005,2005,https://lgbtqgamearchive.com/games/games-by-decade/2000s/happiness/,researched,177,,2026-08-22
178,Neverwinter Nights: Kingmaker,2005,2005,https://lgbtqgamearchive.com/games/games-by-decade/2000s/neverwinter-nights-kingmaker/,researched,178,,2026-08-22
179,Ultima V: Lazarus,2005,2005,https://lgbtqgamearchive.com/games/game-series/ultima/,researched,179,,2026-08-22
180,Drakengard 2,2005,2005,https://lgbtqgamearchive.com/games/games-by-decade/2000s/drakengard-2/,researched,180,,2026-08-22
181,Fire Emblem: Path of Radiance,2005,2005,https://lgbtqgamearchive.com/games/game-series/fire-emblem-series/,researched,181,,2026-08-22
182,Grand Theft Auto: Liberty City Stories,2005,2005,https://lgbtqgamearchive.com/games/game-series/grand-theft-auto-series/,researched,182,,2026-08-22
183,Shadow Hearts: From the New World,2005,2005,https://lgbtqgamearchive.com/games/game-series/shadow-hearts/,researched,183,,2026-08-22
184,Killer7,2005,2005,,needs_research,184,No dedicated archive link; source indicates research is still needed.,2026-08-22
185,Harvest Moon DS Cute,2005,2005,https://lgbtqgamearchive.com/games/game-series/harvest-moonstory-of-seasons-series/,researched,185,,2026-08-22
186,7 Sins,2005,2005,https://lgbtqgamearchive.com/games/games-by-decade/2000s/7-sins/,researched,186,,2026-08-22
187,Crash Tag Team Racing,2005,2005,https://lgbtqgamearchive.com/games/games-by-decade/2000s/crash-tag-team-racing/,researched,187,,2026-08-22
188,Indigo Prophecy/Fahrenheit,2005,2005,https://lgbtqgamearchive.com/games/games-by-decade/2000s/indigo-prophecy-farenheight/,researched,188,,2026-08-22
189,Jade Empire,2005,2005,https://lgbtqgamearchive.com/games/games-by-decade/2000s/jade-empire/,researched,189,,2026-08-22
190,Playboy: the Mansion,2005,2005,https://lgbtqgamearchive.com/games/games-by-decade/2000s/playboy-the-mansion/,researched,190,,2026-08-22
191,The Sims 2: Nightlife,2005,2005,https://lgbtqgamearchive.com/games/game-series/sims/,researched,191,,2026-08-22
192,The Sims 2: University Life,2005,2005,https://lgbtqgamearchive.com/games/game-series/sims/,researched,192,,2026-08-22
193,X-Men Legends II: Rise of Apocalypse,2005,2005,https://lgbtqgamearchive.com/2018/06/21/lgbtq-characters-in-marvel-universe-video-games/,researched,193,,2026-08-22
194,Persona 3,2006,2006,https://lgbtqgamearchive.com/games/game-series/shin-megami-tensei-persona-series/,researched,194,,2026-08-22
195,Princess Maker 4,2006,2006,https://lgbtqgamearchive.com/games/games-by-decade/2000s/princess-maker-4/,needs_research,195,Marked with ^ by the source list.,2026-08-22
196,Psychonauts,2006,2006,,needs_research,196,No dedicated archive link; source indicates research is still needed.,2026-08-22
197,Steambot Chronicles,2006,2006,https://lgbtqgamearchive.com/games/games-by-decade/2000s/steambot-chronicles/,needs_research,197,Marked with ^ by the source list.,2026-08-22
198,Dwarf Fortress,2006,2006,,needs_research,198,No dedicated archive link; source indicates research is still needed.,2026-08-22
199,The Elder Scrolls: Oblivion,2006,2006,https://lgbtqgamearchive.com/games/game-series/elder-scrolls-series/,researched,199,,2026-08-22
200,The Sims 2: Open for Business,2006,2006,https://lgbtqgamearchive.com/games/game-series/sims/,researched,200,,2026-08-22
201,Baten Kaitos Origins,2006,2006,https://lgbtqgamearchive.com/games/games-by-decade/2000s/baten-kaitos-origins/,researched,201,,2026-08-22
202,Enchanted Arms,2006,2006,https://lgbtqgamearchive.com/games/games-by-decade/2000s/enchanted-arms/,researched,202,,2026-08-22
203,Ōkami,2006,2006,https://lgbtqgamearchive.com/games/games-by-decade/2000s/okami/,researched,203,,2026-08-22
